,Food ,Mines,Oil  ,Clths,Durbl,Chems,Cnsum,Cnstr,Steel,FabPr,Machn,Cars ,Trans,Utils,Rtail,Finan,Other
201204,   0.87,  -0.68,  -1.70,   0.10,  -3.98,   0.17,   0.32,   2.13,  -4.29,  -1.12,  -2.69,  -3.73,   0.49,   1.74,   1.11,  -2.42,  -0.54
201205,  -1.39, -14.43, -10.54,  -5.52, -11.14,  -9.52,  -2.89,  -6.71, -14.52,  -5.42,  -8.47,  -7.74,  -4.72,  -0.93,  -1.58,  -9.01,  -5.30
201206,   3.86,   6.37,   5.89, -10.00,  -0.69,   3.62,   5.05,   6.12,   4.78,   0.13,   1.43,  -6.09,   3.42,   3.40,   2.11,   4.52,   5.01
201207,   0.30,  -4.02,   2.99,   2.11,   1.86,  -1.06,   3.01,  -2.89,  -1.35,   2.84,   1.23,   0.46,  -0.91,   3.73,   1.70,  -1.09,   0.01
201208,  -0.12,   5.03,   2.42,   8.02,   6.29,   2.70,  -0.38,   9.00,  -1.10,   0.82,   5.38,   2.88,   0.38,  -3.34,   2.49,   4.13,   2.22
201209,   1.08,   8.56,   3.59,  -0.11,   3.23,   1.02,   2.82,   5.66,   3.77,   3.88,  -0.31,   2.64,  -1.19,   2.17,   1.74,   3.60,   4.51
201210,  -1.82,   3.29,  -2.07,  -0.96,   2.09,  -2.81,  -0.56,   3.20,  -0.73,  -0.65,  -5.81,   6.16,   2.02,   1.05,  -2.37,   1.96,  -3.55
201211,   3.46,  -3.66,  -1.31,   4.01,   2.01,   2.55,   0.94,   5.11,   2.61,   2.78,   1.67,   3.99,   1.51,  -3.68,   0.61,  -0.66,   1.74
201212,  -1.27,   0.46,   1.19,   0.36,   0.53,   4.42,  -1.77,   0.71,   6.56,   1.66,   0.24,   5.58,   2.70,   0.14,  -1.43,   4.30,   1.49
201301,   5.30,   0.49,   7.87,   3.04,   8.67,   5.06,   7.94,   8.26,   4.28,   5.25,   1.01,   3.21,   5.32,   5.08,   4.82,   6.32,   6.50
201302,   4.01,  -6.89,   0.46,   1.80,   2.47,  -0.82,   2.04,  -0.15,  -2.68,   2.94,   0.01,   0.53,   3.50,   2.16,   0.51,   1.29,   1.91
201303,   6.31,   1.20,   2.18,   3.38,   5.84,   1.10,   4.54,   3.01,   2.10,   3.89,   2.24,   3.73,   5.21,   5.64,   5.42,   4.53,   3.99
201304,   2.91,  -9.62,  -1.29,   8.31,   0.47,   3.28,   3.27,   1.68,  -4.41,  -1.86,  -0.89,   4.39,   0.30,   5.05,   3.02,   1.57,   1.78
201305,  -2.98,   0.32,   3.02,   0.78,   2.88,   3.17,  -0.34,   6.10,   3.84,   6.02,   5.53,   8.91,   4.37,  -6.99,   1.16,   7.08,   2.93
201306,   0.85, -10.88,  -2.11,   0.72,  -2.32,  -4.95,  -0.87,  -4.30,  -4.72,  -2.39,  -3.66,   0.23,   0.11,   0.79,   0.38,  -0.43,  -1.09
201307,   3.15,   1.77,   4.94,   2.59,   4.07,   6.08,   6.19,   4.01,   6.97,   8.16,   5.09,   8.33,   5.54,   4.58,   5.85,   6.33,   5.94
201308,  -3.84,   3.75,  -1.93,  -2.01,  -2.49,  -0.33,  -4.18,  -3.55,  -2.75,  -1.42,  -2.60,  -1.21,  -2.43,  -4.41,  -4.62,  -4.19,  -1.31
201309,   0.58,   1.78,   1.97,   7.72,   6.29,   5.04,   2.87,   5.28,   8.35,   5.64,   4.85,   5.93,   6.88,   1.04,   4.44,   3.15,   4.18
201310,   4.92,   5.76,   4.79,   2.59,   5.87,   3.35,   5.17,   4.30,   8.38,   4.80,   2.77,   0.60,   5.30,   3.34,   5.58,   3.31,   4.28
201311,   1.50,  -4.62,   0.97,   6.29,   3.97,   1.43,   3.74,   2.12,   1.72,   2.88,   2.22,   1.89,   5.14,  -1.80,   4.07,   6.06,   2.85
201312,   2.43,   6.75,   2.97,   1.08,   2.81,   5.41,   0.38,   3.63,   6.52,   3.97,   4.87,   1.32,   2.85,   1.79,  -0.65,   2.71,   3.31
201401,  -4.25,  -6.84,  -6.97,  -7.13,  -8.33,  -4.04,  -2.47,  -4.54,  -5.47,  -5.86,  -1.39,  -3.29,  -2.15,   2.49,  -7.47,  -4.28,  -2.27
201402,   3.30,   5.59,   5.76,   5.07,   4.08,   7.70,   6.03,   7.02,   2.55,   5.60,   4.64,   8.78,   3.51,   3.07,   5.10,   3.24,   4.66
201403,   3.13,  -0.72,   2.56,  -0.36,   0.89,   1.09,  -0.19,  -2.76,   3.67,  -0.27,   1.73,  -1.29,   1.06,   2.68,  -0.51,   2.39,  -0.87
201404,   1.28,   3.73,   5.60,  -3.42,  -1.50,  -0.06,   2.17,  -2.32,   0.65,   2.23,  -0.59,   0.72,   1.07,   3.97,  -0.96,  -3.48,  -0.54
201405,   3.83,  -2.73,   1.11,   2.28,  -0.70,   2.48,   1.13,   1.72,  -1.62,  -0.21,   2.18,   0.42,   3.90,   0.00,   0.35,   1.81,   2.96
201406,   1.75,   5.54,   4.20,   1.00,   1.98,   0.48,   1.33,   2.12,   4.89,   2.96,   4.21,   4.05,  -0.13,   5.41,   1.04,   2.97,   1.97
201407,  -5.17,  -0.57,  -3.52,  -1.19,  -4.48,  -3.22,  -2.13,  -4.56,   2.20,  -7.42,  -2.90,  -4.36,  -3.02,  -6.48,  -2.21,  -2.08,   0.03
201408,   6.21,   1.66,   2.40,   4.22,   5.20,   4.30,   4.68,   9.81,   6.21,   2.58,   4.71,   4.79,   4.94,   5.39,   4.20,   3.81,   4.14
201409,  -0.27, -10.82,  -7.84,   3.68,   0.60,  -2.17,   1.64,  -3.38,  -4.79,  -4.59,  -3.35,  -9.15,   0.30,  -3.40,  -0.97,  -0.59,  -1.68
201410,   2.10,  -8.47,  -4.52,   1.65,   4.24,  -1.84,   4.23,   5.02,   2.17,   5.73,   1.39,   4.26,   4.18,   6.69,   1.89,   3.87,   2.78
201411,   5.30,  -0.62,  -9.97,   8.72,   3.99,   1.43,   3.63,   3.85,  -2.46,   0.43,   3.31,   4.84,   5.14,   0.29,   9.34,   1.93,   3.21
201412,  -2.77,  -7.87,   0.62,  -0.75,  -0.33,  -0.11,  -1.43,   4.09,  -6.60,   1.22,   0.15,   1.32,   0.41,   1.85,   0.87,   2.07,  -1.06
201501,  -1.12,  -6.81,  -4.19,  -3.15,  -1.57,  -2.20,  -0.09,  -2.12,  -9.65,  -6.39,  -6.11,  -5.92,  -2.42,   1.18,   0.41,  -7.61,  -2.29
201502,   4.32,  14.39,   4.89,   6.29,   3.86,   8.50,   4.59,   8.50,   3.77,   9.73,   7.36,   7.69,   4.57,  -4.37,   5.18,   7.93,   7.13
201503,  -1.07,  -7.58,  -2.53,   1.49,  -0.54,  -3.71,  -1.27,   0.07,  -2.72,   0.69,  -3.11,   0.04,  -2.43,  -0.28,   0.79,   0.11,  -1.38
201504,  -0.35,  12.09,   6.81,  -2.06,  -0.36,   1.73,   0.22,  -4.70,   4.05,   0.48,   0.28,  -0.31,  -2.28,   0.30,  -1.90,   0.76,   0.88
201505,   1.98,  -5.96,  -5.01,   0.54,   1.26,   0.72,   3.14,   2.94,  -3.81,   0.05,   3.56,   0.85,  -0.88,  -0.50,   0.46,   3.09,   1.56
201506,  -1.89,  -7.58,  -3.81,   4.16,  -0.15,  -3.00,  -1.53,  -0.43,  -5.25,  -1.84,  -4.92,  -1.10,  -2.89,  -5.37,  -0.15,   1.34,  -1.50
201507,   3.66, -13.53,  -8.89,   5.15,   0.75,  -5.46,   4.06,   2.67,  -8.21,  -3.42,  -1.95,  -0.95,   1.88,   2.61,   6.14,   1.97,   2.72
201508,  -3.73,  -1.12,  -3.84,  -3.77,  -6.97,  -6.62,  -7.30,  -2.45,  -4.41,  -2.04,  -5.76,  -4.92,  -5.62,  -4.01,  -6.40,  -6.54,  -6.64
201509,  -0.35,  -8.23,  -5.98,   0.36,  -6.62,  -8.16,  -3.86,  -3.74, -10.59,  -7.54,  -3.47,  -1.12,  -1.26,  -0.56,  -1.41,  -3.15,  -3.29
201510,   6.35,   7.27,  12.45,   1.73,   6.99,  16.06,   8.29,   7.80,   5.90,   8.71,   8.59,   6.22,   7.35,   2.07,   3.80,   5.90,   9.08
201511,  -0.14,  -4.92,   0.92,  -1.25,  -0.36,   1.54,  -0.24,   5.78,  -0.89,   0.58,   1.20,   0.24,  -0.73,  -3.45,  -0.02,   2.16,   0.48
201512,   1.43,  -6.27,  -9.89,  -4.17,  -3.24,  -4.68,   1.61,  -2.93,  -2.65,  -2.40,  -2.24,  -3.77,  -3.66,  -2.36,   1.37,  -2.91,  -2.24
201601,  -1.36,  -5.44,  -4.78,   0.75,  -6.45, -12.64,  -4.88,  -6.34,  -9.65,  -3.56,  -7.25,  -9.60,  -8.55,   4.62,  -3.16,  -9.62,  -5.56
201602,   0.45,  11.85,  -2.83,   0.82,   5.92,   7.47,  -1.11,  -0.42,   7.37,   3.16,   2.94,   2.96,   5.48,   1.72,  -0.42,  -2.83,   0.05
201603,   5.06,  13.81,  10.75,   2.45,   9.50,   7.35,   2.27,  10.67,  17.74,   7.15,   8.42,   9.80,   5.68,   7.92,   5.34,   6.67,   7.26
201604,   0.46,  15.65,   9.15,  -1.84,  -1.46,   4.55,   1.56,   0.21,   9.86,   1.50,  -1.08,   0.51,   1.48,  -0.78,  -0.84,   3.97,  -1.26
201605,   1.43,  -4.37,  -1.04,  -4.58,   1.24,  -1.65,   1.88,   1.89,  -8.49,   1.06,   3.96,  -1.22,  -1.74,   2.24,   0.87,   2.16,   2.43
201606,   5.01,   7.57,   2.74,   0.92,  -0.44,  -1.00,   2.67,  -1.78,   2.56,  -1.73,  -0.61,  -4.14,  -0.74,   7.37,   1.29,  -5.29,  -0.36
201607,   0.10,   7.39,  -2.78,   2.39,   7.48,   5.02,   3.75,   5.68,  13.59,   3.95,   7.30,   7.33,   4.81,  -0.22,   2.76,   4.05,   5.10
201608,  -0.61,  -9.25,   1.43,   1.34,   1.20,   3.32,  -3.20,  -2.08,  -7.52,   2.58,   2.60,  -1.14,   0.38,  -3.92,  -0.95,   4.90,   0.42
201609,  -2.02,   2.40,   2.94,  -6.64,  -5.05,  -1.60,  -1.21,  -3.67,   2.44,   2.00,   3.30,  -0.36,   1.28,   1.75,   0.29,  -1.41,   0.66
201610,  -0.66,  -0.09,  -3.06,  -5.55,  -4.06,  -0.43,  -4.14,  -5.79,  -2.98,  -3.05,  -3.43,  -3.45,   0.53,  -0.61,  -2.87,   1.42,  -2.33
201611,  -4.19,  12.69,   9.53,   1.80,   7.60,   7.86,  -0.76,   7.53,  21.36,   7.08,   6.15,   6.38,  11.15,  -2.84,   2.96,  12.85,   2.64
201612,   4.29,  -2.07,   2.27,  -0.50,  -0.42,   0.65,   2.20,   1.36,  -2.26,  -0.07,   0.87,   3.03,   0.48,   3.64,  -1.59,   3.83,   1.59
201701,   0.34,  10.71,  -4.20,   0.85,  -1.20,   2.95,   1.69,   3.97,   3.70,   2.07,   3.33,   2.62,   1.76,   1.09,   0.82,   0.60,   3.84
201702,   2.61,  -7.66,  -2.33,   3.08,   2.79,   3.33,   7.53,   3.14,   9.19,   1.01,   4.02,   0.37,   4.21,   4.02,   2.90,   4.62,   3.79
201703,   0.60,  -2.28,  -1.24,   0.55,   0.45,   2.24,   0.11,   3.26,  -6.14,   1.51,   1.44,  -0.61,  -2.23,   0.32,   0.86,  -2.23,   1.07
201704,   1.11,  -1.51,  -2.82,  -0.63,   3.66,   0.50,  -0.45,   3.64,  -0.50,   3.00,   1.93,   0.20,   2.90,   0.36,   3.83,   0.23,   1.70
201705,   2.27,  -1.66,  -3.39,  -1.85,   1.53,  -0.41,   2.41,  -2.67,  -4.60,   1.33,   3.54,  -1.29,   2.80,   2.58,   2.53,  -0.97,   1.52
201706,  -2.46,  -0.46,  -0.18,   8.78,   2.96,   1.50,   2.19,   2.01,  -0.22,   1.44,  -1.92,   1.04,   2.59,  -1.89,  -2.51,   5.76,   0.12
201707,   1.64,   8.26,   1.92,   1.31,  -4.46,   1.92,   0.28,  -1.34,   1.31,   0.87,   3.17,  -1.61,   0.31,   2.99,   0.61,   1.93,   2.84
201708,  -1.77,   0.71,  -5.20,  -4.61,  -3.78,   1.58,   0.08,  -0.36,   1.65,  -1.44,   1.19,   0.78,   1.60,   2.21,  -1.34,  -1.23,   1.68
201709,  -0.19,  -1.16,  11.17,   1.03,   4.64,   7.01,   0.28,   7.82,   3.72,   7.38,   5.39,   7.53,   4.77,  -1.96,   0.83,   5.15,   0.24
201710,   0.99,   1.36,   0.17,   3.24,  -1.62,   4.79,  -3.79,   4.02,   2.23,   1.72,   6.06,   1.17,  -0.25,   3.10,   3.95,   3.30,   2.53
201711,   4.27,   0.87,   2.89,   7.45,   3.64,   2.42,   2.65,   6.96,  -1.38,   0.44,   2.45,   2.59,   5.55,   2.41,   8.80,   3.84,   1.71
201712,   1.27,  11.40,   5.15,   3.90,  -2.10,   0.51,   1.74,   3.92,  13.19,   0.60,   0.12,  -0.51,   3.02,  -5.01,   1.53,   0.97,   0.76
201801,   1.78,   3.29,   2.89,   6.75,   2.11,   1.66,   1.38,   3.72,   3.61,   1.91,   6.88,   4.74,   6.70,  -2.81,  10.50,   6.11,   7.02
201802,  -6.63,  -2.40, -11.08,  -2.88,  -4.98,  -5.33,  -5.37,  -9.67,  -1.99,  -5.30,  -1.00,  -6.35,  -3.51,  -4.52,  -3.34,  -2.55,  -2.47
201803,  -1.01,  -0.97,   3.10,   0.43,  -2.65,  -1.93,   0.08,  -0.44,  -5.86,  -0.18,  -1.57,  -4.90,  -2.50,   3.21,  -3.03,  -3.38,  -3.39
201804,  -2.02,  -2.80,  10.34,   2.16,   0.53,   2.20,  -3.79,  -1.09,   3.66,  -1.59,  -3.47,  -0.19,  -0.90,   2.77,   4.99,   1.18,  -0.09
201805,  -0.55,   4.08,   3.56,   3.80,   1.01,   2.92,  -1.10,   2.90,   5.62,   1.93,   5.43,   4.43,   4.14,   0.21,  -0.07,   0.40,   4.67
201806,   5.10,  -1.43,   0.47,   6.74,   1.98,  -0.78,   2.30,   2.10,  -5.14,  -4.28,  -3.17,   0.98,  -3.46,   2.61,   3.42,  -0.98,   1.15
201807,   2.24,  -1.92,   1.02,  -0.24,   2.46,   4.43,   6.36,   2.27,   4.24,   8.18,   3.69,  -0.61,   7.64,   1.73,   3.35,   4.27,   2.74
201808,  -0.42,  -9.62,  -2.92,   5.16,   2.37,  -0.29,   2.99,   2.19,  -3.23,   2.84,   3.68,   1.16,   0.65,   0.91,   9.40,   2.45,   5.68
201809,  -0.35,  -2.14,   3.53,   0.84,   1.34,  -3.10,   2.54,   0.25,  -0.67,   4.47,   0.10,  -3.94,   3.44,  -0.55,   0.52,  -1.94,   0.20
201810,   0.03,  -9.45, -12.10, -11.00, -12.28, -13.04,  -2.84, -13.98, -11.62, -11.80, -11.24,  -0.93, -10.02,  -0.06,  -8.03,  -5.45,  -7.88
201811,   3.25,  -1.84,  -2.45,  -0.81,   3.35,   4.42,   4.26,   2.99,  -3.00,   6.62,   2.93,   4.87,   3.88,   3.27,   2.27,   2.88,   0.56
201812,  -9.65,  -7.21, -13.30,  -7.45, -11.66,  -7.97,  -8.06,  -6.81, -14.78, -10.81,  -8.57,  -9.05, -13.39,  -4.75,  -9.60, -11.45,  -8.35
201901,   5.72,   8.76,  10.44,  12.17,  11.91,   5.65,   4.53,   8.68,  17.11,  12.56,   8.99,   7.50,  11.93,   5.41,   8.77,   9.69,   8.47
201902,  -1.42,   5.92,   2.52,   5.58,   7.33,   3.80,   4.55,   3.49,   2.27,   6.27,   7.14,   4.63,   6.61,   3.62,  -0.22,   2.96,   3.49
201903,   3.78,   4.65,   2.08,  -0.64,  -0.52,  -1.77,   2.49,   2.46,  -4.65,  -0.11,   1.93,  -2.62,  -3.09,   3.32,   3.87,  -2.32,   2.20
201904,   4.54,  -0.98,   0.03,   4.98,   4.25,   5.56,  -1.75,   6.35,  -2.64,   4.88,   5.42,   2.67,   4.70,   1.02,   4.63,   7.08,   4.86
201905,  -3.32,  -8.72, -11.88, -10.66,  -7.25, -13.62,  -4.06,  -8.61, -15.46,  -6.52, -12.02, -10.24,  -8.40,  -1.54,  -5.77,  -5.43,  -6.29
201906,   4.68,  14.04,   8.91,   9.08,   9.62,   2.09,   5.94,   9.40,  16.05,  10.02,  11.14,  10.20,   7.16,   3.64,   6.89,   6.24,   6.98
201907,   1.23,  -2.82,  -2.61,   1.14,   4.83,  -0.55,  -1.01,   1.93,  -2.51,   1.68,   1.45,   1.22,   0.49,  -0.88,   0.76,   3.00,   2.13
201908,   2.63,  -4.39,  -8.92,  -5.00,  -0.21,  -6.82,  -0.61,   4.41, -12.01,  -0.45,  -4.59,  -5.81,  -2.27,   3.55,  -0.45,  -4.69,  -2.08
